line                  time        mass     lg(L)  lg(Teff)        1H_surf       4He_surf       12C_surf       13C_surf       14N_surf       16O_surf       17O_surf       18O_surf      20Ne_surf      22Ne_surf  26Al_surf  Mcc/Mt   lg(Teff)  lg(Md)  lg(rhoc)    lg(Tc)         1H_cen        4He_cen        12C_cen        13C_cen        14N_cen        16O_cen        17O_cen        18O_cen       20Ne_cen       22Ne_cen   26Al_cen  Omeg_surf   Omeg_cen     Rp/Req   Md/Md(0)   v_crit1   v_crit2    v_equa  Om/Om_cr  Gamma_Ed  lg(Mdot_mech)             L_tot  log(g_pol)    R_pol     M_bol       M_V       U-B       B-V       V-R       V-I       J-K       H-K       V-K       G-V     Gbp-V     Grp-V     GFlag        BC
   -                    yr        Msun      Lsun        K      mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.       -          K   Ms/yr     g/cm3         K     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac.     mass frac. mass frac.        s-1        s-1          -          -      km/s      km/s      km/s         -         -        Msun/yr           10^53 g       cm/s2     Rsun         -         -         -         -         -         -         -         -         -         -         -         -         -
  1  0.000000000000000E+00    1.000000 -0.138050  3.754330  7.2000000E-01  2.6595590E-01  2.2831520E-03  2.7707440E-05  6.5875800E-04  5.7184750E-03  2.2656010E-06  1.2899740E-05  1.8768900E-03  1.5180830E-04  0.000E+00  0.0228  3.754330    0.000  1.910130  7.129570  7.1615890E-01  2.6944370E-01  2.4697740E-04  8.6000780E-05  2.9770170E-03  5.7181420E-03  2.6563670E-06  8.7268070E-06  1.8768900E-03  1.5180830E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.546     0.88    5.0951    5.2000    0.2607    0.6926    0.3860    0.7235    0.4235    0.0653    1.6055   -0.1448    0.2009   -0.6424         0   -0.1048
  2  1.196542179999999E+08    1.000000 -0.129380  3.755300  7.2023750E-01  2.6572490E-01  2.2816910E-03  2.7687870E-05  6.5836250E-04  5.7152160E-03  2.2642150E-06  1.2891280E-05  1.8759140E-03  1.5171980E-04  0.000E+00  0.0000  3.755300    0.000  1.924590  7.129310  7.0744090E-01  2.7812810E-01  1.0284010E-05  2.8316860E-06  3.3484100E-03  5.7181860E-03  4.1174220E-06  2.2753460E-06  1.8772740E-03  1.5184330E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.542     0.89    5.0735    5.1760    0.2553    0.6887    0.3838    0.7198    0.4209    0.0648    1.5968   -0.1436    0.2001   -0.6391         0   -0.1025
  3  2.243516580000004E+08    1.000000 -0.126810  3.755330  7.2105910E-01  2.6492620E-01  2.2765990E-03  2.7619760E-05  6.5698390E-04  5.7038480E-03  2.2593790E-06  1.2861800E-05  1.8725060E-03  1.5141080E-04  0.000E+00  0.0000  3.755330    0.000  1.929500  7.130010  6.9933260E-01  2.8622850E-01  9.8827640E-06  2.6958760E-06  3.3530420E-03  5.7214420E-03  5.6188740E-06  5.9520160E-07  1.8786220E-03  1.5196610E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.539     0.89    5.0670    5.1695    0.2551    0.6886    0.3837    0.7197    0.4208    0.0648    1.5965   -0.1436    0.2001   -0.6390         0   -0.1024
  4  3.290491079999993E+08    1.000000 -0.124360  3.755400  7.2187040E-01  2.6413760E-01  2.2715440E-03  2.7552120E-05  6.5561380E-04  5.6925430E-03  2.2545710E-06  1.2832480E-05  1.8691150E-03  1.5110330E-04  0.000E+00  0.0000  3.755400    0.000  1.934400  7.130910  6.9123400E-01  2.9431880E-01  9.8855290E-06  2.6961890E-06  3.3561800E-03  5.7247880E-03  7.1874090E-06  1.4925770E-07  1.8800160E-03  1.5209300E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.537     0.89    5.0609    5.1631    0.2546    0.6882    0.3835    0.7194    0.4206    0.0648    1.5958   -0.1435    0.2000   -0.6387         0   -0.1022
  5  4.187897679999993E+08    1.000000 -0.122260  3.755480  7.2256580E-01  2.6346180E-01  2.2671990E-03  2.7494030E-05  6.5443630E-04  5.6828270E-03  2.2504410E-06  1.2807310E-05  1.8662000E-03  1.5083910E-04  0.000E+00  0.0000  3.755480    0.000  1.938650  7.131760  6.8429250E-01  3.0125290E-01  9.9210240E-06  2.7058330E-06  3.3586480E-03  5.7276780E-03  8.5956200E-06  4.4428050E-08  1.8812380E-03  1.5220400E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.535     0.89    5.0556    5.1577    0.2541    0.6879    0.3833    0.7191    0.4204    0.0648    1.5951   -0.1434    0.1999   -0.6384         0   -0.1020
  6  5.234872080000010E+08    1.000000 -0.119770  3.755580  7.2336740E-01  2.6268280E-01  2.2621690E-03  2.7426780E-05  6.5307200E-04  5.6715630E-03  2.2456520E-06  1.2778130E-05  1.8628170E-03  1.5053270E-04  0.000E+00  0.0000  3.755580    0.000  1.943660  7.132800  6.7618940E-01  3.0934720E-01  9.9747980E-06  2.7205600E-06  3.3614820E-03  5.7310560E-03  1.0322040E-05  1.1279950E-08  1.8826890E-03  1.5233590E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.533     0.90    5.0494    5.1512    0.2535    0.6875    0.3831    0.7187    0.4201    0.0647    1.5942   -0.1432    0.1999   -0.6381         0   -0.1018
  7  6.281846580000005E+08    1.000000 -0.117260  3.755700  7.2417030E-01  2.6190260E-01  2.2571280E-03  2.7359430E-05  6.5170490E-04  5.6602780E-03  2.2408570E-06  1.2748920E-05  1.8594280E-03  1.5022590E-04  0.000E+00  0.0000  3.755700    0.000  1.948730  7.133890  6.6807810E-01  3.1744970E-01  1.0033710E-05  2.7367280E-06  3.3643350E-03  5.7344320E-03  1.2147420E-05  3.9965600E-09  1.8841660E-03  1.5247020E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.531     0.90    5.0431    5.1447    0.2528    0.6870    0.3828    0.7183    0.4198    0.0647    1.5931   -0.1431    0.1998   -0.6377         0   -0.1015
  8  7.328820980000005E+08    1.000000 -0.114720  3.755810  7.2496850E-01  2.6112700E-01  2.2521080E-03  2.7292370E-05  6.5034310E-04  5.6490340E-03  2.2360800E-06  1.2719820E-05  1.8560510E-03  1.4992020E-04  0.000E+00  0.0000  3.755810    0.000  1.953850  7.135010  6.5995590E-01  3.2556270E-01  1.0095350E-05  2.7536520E-06  3.3672250E-03  5.7377990E-03  1.4080990E-05  2.7351260E-09  1.8856690E-03  1.5260690E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.529     0.90    5.0368    5.1380    0.2521    0.6865    0.3825    0.7179    0.4195    0.0646    1.5921   -0.1429    0.1997   -0.6373         0   -0.1012
  9  8.375795379999992E+08    1.000000 -0.112130  3.755940  7.2576110E-01  2.6035700E-01  2.2471050E-03  2.7225560E-05  6.4898520E-04  5.6378160E-03  2.2313150E-06  1.2690810E-05  1.8526780E-03  1.4961510E-04  0.000E+00  0.0000  3.755940    0.000  1.959040  7.136170  6.5182130E-01  3.3368810E-01  1.0159040E-05  2.7711430E-06  3.3701580E-03  5.7411490E-03  1.6132150E-05  2.8013930E-09  1.8871990E-03  1.5274600E-04  0.000E+00  0.000E+00  0.000E+00  1.000E+00  1.000E+00  0.00E+00  0.00E+00  0.00E+00  0.000000  0.000000  0.0000000E+00  0.0000000000E+00       4.527     0.90    5.0303    5.1312    0.2513    0.6860    0.3822    0.7174    0.4192    0.0645    1.5909   -0.1428    0.1995   -0.6368         0   -0.1009
